#full_name,epoch_mjd,q,e,i,w,om,tp_cal,orbit_id,neo,M1,M2,diameter,extent,albedo,rot_per,per_y,moid,sigma_per,K1,K2
"    1P/Halley",49400,0.585978111516909,0.967142908462304,162.262690579161,111.3324851045177,58.42008097656843,19860205.8953171,"JPL J863/77",Y,5.5,13.6,11.0,14.9x8.2,0.04,,75.3158906863411,.0637815,9.0034E-5,8.0,5.0
"    2P/Encke",57259,.3359613533387664,.8483348040061899,11.78138694229308,186.5467768254318,334.5677859036201,20170310.0308474,"JPL K204/16",Y,15.5,,4.8,,0.046,11.083,3.29695704817336,.173044,1.5323E-5,4.5,
"    4P/Faye",54741,1.665437770212915,.5668940459893967,9.036435362587889,204.9618174865947,199.2896417045127,20061115.4681046,"JPL K213/5",,11.1,,3.54,,,,7.54066392942124,.678455,.00013504,9.25,
"    6P/d'Arrest",57200,1.361453922792728,.6114221774897347,19.48170781222771,178.1149265841586,138.9337024641629,20150302.4169607,"JPL K215/6",,15.7,,3.2,,,,6.55836537738674,.348287,.00045351,9.75,
"    7P/Pons-Winnecke",56348,1.248604799037934,.6357900469235589,22.33574436487844,172.2418392202637,93.43192820685557,20150131.2926586,"JPL 16",Y,15.9,,5.2,,,,6.347723294789,.236365,1.0857E-5,5.,
"    8P/Tuttle",54519,1.027131400121467,.8198402401789815,54.98283549253973,207.506391652593,270.341485330771,20080127.0225076,"JPL K215/13",Y,14.9,,4.5,,,,13.6132092493444,.0957153,.0086655,4.5,
"    9P/Tempel 1",57722,1.542572978351424,.509588468064943,10.47400282151021,179.2123960149718,68.74889841631139,20160802.5908756,"JPL K224/7",,12.3,14.6,6.0,7.6x4.9,0.05,40.7,5.57873549234425,.527142,.0019532,10.25,5.
"   10P/Tempel 2",55905,1.421786240562419,.5362620126476956,12.02437843282116,195.6042140709295,117.8020084450762,20100704.7687995,"JPL K214/19",,13.8,,10.6,,0.022,8.93,5.36847152029154,.412505,4.5637E-5,6.,
"   11P/Tempel-Swift-LINEAR",58782,1.389752619959597,.5774403918911596,14.43689229260524,167.7584807340938,238.9908765179936,20201125.9975778,"JPL K204/9",,15.3,18.6,,,,,5.96461591241717,.403286,.00030795,19.5,5.
"   12P/Pons-Brooks",39405,.7780186522514184,.9542202409863804,74.7037493144222,199.0936340963835,255.9595132752626,19540523.1759312,"JPL 16",Y,5.,11.,,,,,70.0620696485467,.183538,.0041697,15.0,10.0
"   13P/Olbers",35760,1.17845061442612,0.930297147462082,44.609885733805,64.64120651677283,86.10312835462277,19560619.1353310,"JPL 10",Y,5.,11.5,,,,,69.5183499778236,.477199,.2554,15.0,10.0
"   14P/Wolf",55880,2.728800509097144,.357453296269419,27.94263968532118,159.1964068959347,202.1079779976616,20090227.6070988,"JPL K174/9",,15.7,,4.66,,,9.02,8.75203072040838,1.74344,.00016528,4.5,
"   15P/Finlay",56734,.9756993763602596,.7202222192778053,6.799397865022541,347.5535723155552,13.78902016837436,20141227.0534081,"JPL K213/5",Y,14.8,,,,,,6.51272007447764,.00879894,9.6462E-5,9.25,
"   16P/Brooks 2",57111,1.46671433774411,.5630632502431984,4.259482438591073,219.7163700336009,159.2908192554265,20140607.6649986,"JPL K212/2",,12.1,15.6,,,,,6.15033324268974,.472329,.0011926,13.5,5.
"   17P/Holmes",57133,2.057288272361748,.4317142981081037,19.09187459595455,24.55215944153677,326.7637494976957,20140327.5562813,"JPL K212/17",,9.1,13.8,3.42,,,,6.88812205235246,1.06217,.00027693,15.25,5.
"   19P/Borrelly",55731,1.351291598610115,.6252115138544034,30.35660507935723,353.3622213304643,75.39518918306582,20080722.8950839,"JPL K223/4",,8.5,13.9,4.8,,0.022,,6.84624531092933,.369401,.00018074,18.25,5.
"   21P/Giacobini-Zinner",58063,1.013493750730936,.7104667848114644,32.00303376160798,172.8091596458073,195.4051449504903,20180910.2654693,"JPL K182/14",Y,13.1,,2.0,,,,6.54925990138296,.0178922,.00015311,8.5,
"   22P/Kopff",56055,1.575208513283572,.5443365464933816,4.724805363156379,162.671600989941,120.8695673372387,20090524.6990173,"JPL K223/10",,11.5,,3.0,,0.05,,6.42760206544804,.559598,9.4689E-5,9.75,
"   23P/Brorsen-Metcalf",47800,0.4787527107248574775866,0.9719522579248509597249,19.333940469818628571374,129.6106836788667,311.5854622141069,19890911.9374331,"JPL 13",Y,7.8,14.,,,,,70.5225834969236,.193872,.94939,8.0,5.0
"   24P/Schaumasse",57350,1.20616902407146,.7048377385790582,11.73397999992298,58.00232148852397,79.66577775476655,20171116.7608171,"JPL K173/9",Y,12.0,15.6,2.6,,,,8.26093519448952,.283142,.01898,16.,5.
"   26P/Grigg-Skjellerup",54326,1.116736323909562,.6330527671345312,22.35649066304651,1.704070781269587,211.710319637668,20080323.6790246,"JPL K1810/3",Y,15.1,18.1,2.6,,,,5.30919578072805,.110412,4.617E-5,14.,5.
"   27P/Crommelin",56364,.748287467144728,.9189810923126022,28.96687278723059,196.0253968913816,250.6264098390235,20110803.8910902,"JPL K113/4",Y,12.8,16.3,,,,,28.0692839516353,.215189,37.729,28.,5.
"   28P/Neujmin 1",55632,1.561444294065856,.774395975295462,14.38677745727602,347.7379075231466,346.3066493626623,20021228.3998050,"JPL 49",,13.2,,21.4,,0.025,,18.2086471502384,.554611,6.2493E-5,4.5,
"   29P/Schwassmann-Wachmann 1",55910,5.731387187319426,.04423203734325496,9.380789899698266,50.33344813771316,312.586108421396,20190405.3357526,"JPL K192/45",,8.6,,60.4,,0.033,,14.6848367089631,4.73679,5.0644E-5,4.5,
"   30P/Reinmuth 1",56183,1.880973739593776,.5016105669476711,8.126270446090473,13.14619850371807,119.7278627210677,20100419.7656489,"JPL K172/8",,13.6,,7.8,,,,7.33211152543363,.895216,.00013964,7.,
"   31P/Schwassmann-Wachmann 2",55554,3.424313358172445,.1929518908135903,4.546486710364198,17.93006801410605,114.1876326212957,20100929.4572107,"JPL K193/22",,7.2,14.0,6.2,,,,8.74015864617154,2.43939,6.2788E-5,17.5,5.
"   32P/Comas Sola",55353,2.008565194966582,.5546485799036236,9.968516517217138,53.30658848884395,57.84360276824752,20141019.7008873,"JPL K142/1",,11.0,13.4,8.4,,,,9.57817657976511,1.04298,.00025573,9.,5.
"   33P/Daniel",55481,2.166723120715797,.4623600611807658,22.3861472280879,18.90526683076218,66.54082976573451,20080720.4109071,"JPL K163/7",,15.2,,2.6,,,,8.0905127047404,1.19213,.00035361,4.5,
"   35P/Herschel-Rigollet",29480,0.74849,0.97405,64.207,29.298,355.980,19390809.4640000,SAO/1939,Y,8.3,,,,,,155,,,10,
"   36P/Whipple",54496,3.089787307315115,.2581018329884116,9.934959712092994,202.0044421729328,182.3895973047033,20120102.2078434,"JPL 18",,11.3,14.4,4.56,,,,8.49932883704201,2.0957,4.6299E-5,11.75,5.
"   37P/Forbes",57840,1.608855680101205,.5344761599834154,8.962054270441827,330.0004370065654,314.6395769323095,20180504.1473495,"JPL K182/10",,11.5,15.4,1.92,,,,6.42496763862595,.598762,.00049352,16.25,5.
"   38P/Stephan-Oterma",58262,1.588505048173736,.859286285876197,18.3529465228447,359.5886765534911,78.00036419278668,20181110.9873435,"JPL 22",,11.5,13.4,,,,,37.9303160767358,.604127,5.0925E-5,9.5,5.
"   39P/Oterma",42711,5.453033856983636,.2436393769380302,1.950747562018238,56.12275197362448,332.1180878201394,19830617.9502329,"JPL 17",,7.0,13.6,,,,,19.358518912425,4.45801,.00038595,14.75,5.
"   40P/Vaisala 1",57262,1.819771156172117,.6316152020645802,11.49264281940788,47.28885502172881,133.8401678570807,20141115.8423501,"JPL K148/7",,11.7,14.8,4.2,,,,10.9794558818843,.847879,6.3012E-5,13.,5.
"   41P/Tuttle-Giacobini-Kresak",57844,1.0450427369138,.6612506884287184,9.229131696230207,62.15858521740492,141.066286210229,20170412.7522549,"JPL K171/18",Y,15.3,,1.4,,,,5.41865682628637,.133597,.0032727,17.,
"   42P/Neujmin 3",57380,2.027755196838527,.5841747519155726,3.984591946246174,147.120393793131,150.279966816504,20150408.2095539,"JPL K155/2",,13.2,16.4,2.2,,,,10.7687477482499,1.01462,.00065075,15.,5.
"   43P/Wolf-Harrington",56756,1.357094479295572,.5949096247356784,15.97248249331635,191.5591866853453,249.8663360818902,20160819.4179840,"JPL K162/6",,8.6,13.9,3.6,,,,6.13190532556299,.375803,.00021864,17.,5.
"   44P/Reinmuth 2",56514,2.117340647263704,.4267308995200987,5.895470068273555,58.33556307157289,286.4715288320675,20150324.1832717,"JPL K223/4",,13.6,,3.22,,,,7.09833520250763,1.1165,.00027706,6.25,
"   45P/Honda-Mrkos-Pajdusakova",57798,.5325129824904962,.8239728740011473,4.248165440352516,326.2819404679929,88.9817832531519,20161231.2657473,"JPL K161/12",Y,15.1,,1.6,,,,5.26179719529213,.0602751,.0021651,24.75,
"   46P/Wirtanen",58465,1.055355767895463,.6587597216166052,11.74759274314818,356.3410943543136,82.15763882934478,20181212.9312022,"JPL K181/21",Y,16.5,,1.2,,,,5.43896298194742,.0713354,.0019025,4.5,
"   47P/Ashbrook-Jackson",58194,2.8181339653393,.3172109886407994,13.02919462663023,357.656913980399,356.971395574693,20170610.1198296,"JPL K171/14",,13.4,,5.6,,,15.6,8.38534371592602,1.81131,.014417,4.5,
"   48P/Johnson",55228,2.302418509482578,.3678117401626815,13.66068838516227,207.8266217590061,117.2884957292427,20110928.9697590,"JPL 68",,9.3,13.5,5.74,,,,6.95048266565574,1.3007,3.6828E-5,15.75,5.
"   49P/Arend-Rigaux",55800,1.423831532619747,.6004056650597324,19.04992263042993,332.7876924849961,118.8779145108195,20111019.0764664,"JPL K183/17",,14.2,,8.48,,0.028,13.450,6.72615898543828,.461795,6.1094E-5,5.75,
"   50P/Arend",55190,1.922161808831259,.5298191651919552,19.16230981680282,49.01451533157994,355.3247745531997,20071101.4633114,"JPL K163/2",,14.1,,1.9,,,,8.26600634401576,.981081,9.7505E-5,8.,
"   51P/Harrington",57300,1.699602249252703,.542437041421476,5.424389279818731,269.2756022819647,83.70082476433753,20150812.6857017,"JPL K153/2",,11.8,15.1,4.8,,,,7.15900818286303,.704944,.0049249,14.,5.
"   51P/Harrington-A",51677,1.568096864999769,.5620663599153678,8.654956945930117,233.587839407905,119.1877795469232,20010605.6933477,"JPL 8",,10.6,15.1,4.8,,,,6.77571408202069,.5817,.0017261,15.,5.
"   51P/Harrington-D",53462,1.646282145601325,.5524980225643705,5.408234874963838,269.1090870083974,84.56410029483207,20080614.0675435,"JPL 2",,8.6,14.7,,,,,7.05622087046608,.651987,9.3441E-5,20.,5.
"   52P/Harrington-Abell",55348,1.775700835903087,.539617075598499,10.22565162735523,139.6709936590744,336.8686694013297,20140309.1100270,"JPL K145/8",,7.9,15.5,2.6,,,,7.57502534116723,.806369,9.1622E-5,25.,5.
"   53P/Van Biesbroeck",55782,2.426218348989635,.5510744634278288,6.611254102620895,134.2654652081746,148.8977993028672,20160430.7999891,"JPL K162/8",,9.9,12.5,6.66,,,,12.5643944118219,1.41526,.00014389,10.,5.
"   54P/de Vico-Swift-NEAT",55013,2.1717640349767100005351,0.4270474945217546114406,6.0671607093682196065742,1.933331420129209,358.8600316230779,20091128.5701211,"JPL 22",,13.1,17.3,,,,,7.37987869257988,1.16881,.00083638,14.,5.
"   55P/Tempel-Tuttle",51040,0.976427915467506,0.905552720972412,162.486575379434,172.5002736828059,235.270989149082,19980228.0977341,"JPL J985/69",Y,10.,16.,3.6,,0.06,,33.2417827583798,.00848081,.00091119,25.0,10.0
"   56P/Slaughter-Burnham",56513,2.505862998058844,.5072991108712617,8.147206653384872,44.21693188176982,346.0380370030389,20160718.0783123,"JPL K162/3",,9.4,13.4,3.12,,,,11.4701518709991,1.51797,.00013271,14.5,5.
"   57P/duToit-Neujmin-Delporte",57368,1.728765256118342,.499276915064137,2.848337103994044,115.2170040628986,188.7995180507057,20150522.2655401,"JPL K213/5",,14.7,,,,,,6.41528300248608,.714121,.0013056,9.75,
"   57P/duToit-Neujmin-Delporte-A",52640,1.72939044107225,0.499040120360139,2.84481020036925,115.2325343233014,188.9256753142995,20020731.1512416,"JPL K023/3",,8.5,16.,,,,,6.41421280698932,.714736,.0016976,26.0,10.0
"   58P/Jackson-Neujmin",59045,1.377428679180437,.6626107400674749,13.10968051908232,200.4434551691668,159.0787052555178,20200527.4244241,"JPL K201/3",,9.3,16.3,,,,,8.24926021971436,.380383,.22064,25.75,5.
"   59P/Kearns-Kwee",56598,2.351607621257864,.4763780377856204,9.342933810173106,127.7450117838551,312.8604406817258,20090309.6166430,"JPL K182/5",,10.5,14.7,1.58,,,,9.51762764524281,1.38058,.00016324,15.,5.
"   60P/Tsuchinshan 2",57220,1.619566766899144,.538536691475378,3.608949186300423,216.4936690753554,267.6612927793719,20120513.8892553,"JPL K183/6",,9.3,15.2,,,,,6.57507519434914,.635242,5.4182E-5,25.,5.
"   61P/Shajn-Schaldach",56041,2.110519378969819,.4266921436652285,6.007764953028679,221.8295259706238,163.0891024911736,20150930.9693951,"JPL K153/5",,13.4,,2.4,,,,7.06334434178254,1.11673,.00011112,8.,
"   62P/Tsuchinshan 1",55455,1.384048020352056,.5978728473229802,9.710109103879912,30.11864631352202,90.36358529030574,20110630.2519663,"JPL K174/11",,7.9,15.9,,,,,6.38542549315031,.411209,7.1671E-5,31.25,5.
"   63P/Wild 1",56717,1.950577151905188,.6509190323024351,19.77997964011996,169.0295202220291,358.0018642381609,20130410.8313401,"JPL 31",,6.5,14.3,2.9,,,,13.208808523438,.960345,.0002658,27.,5.
"   64P/Swift-Gehrels",58096,1.39335149361793,.6873199595898266,8.948396545424007,97.14416399553535,300.0009686531288,20181103.9119812,"JPL K183/7",,14.4,,3.2,,,,9.40695343761851,.440145,.00014361,6.25,
"   65P/Gunn",57831,2.910263085882775,.2503908752722527,9.184139333410439,213.4810697604877,62.01737390239089,20171016.5158787,"JPL K171/12",,10.9,,10.8,,,,7.64987399406867,1.89951,.0046301,7.75,
"   66P/du Toit",56961,1.285451447234088,.7865681713017859,18.6689713312349,257.342734110419,21.99985095509755,20180520.4689477,"JPL K184/8",Y,15.7,,,,,,14.7809701659725,.438277,.00015606,7.,
"   67P/Churyumov-Gerasimenko",56574,1.242916560392336,.641148484511151,7.042496756044474,12.75579901977557,50.16335072244306,20150812.9262936,"JPL K215/5",Y,11.2,13.9,4.0,,,12.76137,6.44612892082614,.256953,1.5018E-5,12.,5.
"   68P/Klemola",57446,1.76205306623601,.6403325999028817,11.18350804840104,153.8398902534949,175.3003845692082,20191111.9227063,"JPL K192/2",,11.2,14.1,4.4,,,,10.8438890201743,.759789,7.0166E-5,11.75,5.
"   69P/Taylor",57495,2.28012398386599,.4136650628115652,22.04227618096902,343.6689081509768,104.8536963588911,20190318.4238110,"JPL K192/5",,17.3,,,,,,7.66879692349845,1.30411,.0016845,4.5,
"   70P/Kojima",55395,2.01269440382815,.452541472117818,6.595847299713631,2.041124565777666,119.2600238928303,20071005.2337223,"JPL 39",,11.0,14.9,3,,,,7.04933456638332,1.02827,4.3524E-5,14.75,5.
"   71P/Clark",57899,1.58621399332349,.4943781414695106,9.445340590021177,208.9167867411067,59.44627994746336,20170630.2040859,"JPL K171/5",,11.7,14.6,1.36,,,,5.55663802478134,.57821,.017213,12.,5.
"   72P/Denning-Fujikawa",56981,.7841612055380167,.8191545266363583,9.169283869658974,337.8580424566273,36.10919645775216,20140711.6372194,"JPL 21",Y,18.3,21.4,,,,,9.02931423648274,.0852532,.00095091,33.,5.
"   73P/Schwassmann-Wachmann 3",57800,.9721772236077267,.6855236514795381,11.23693112176631,199.3892656094352,69.66171061633882,20170316.8423994,"JPL K223/1",Y,13.8,,,,,,5.43556111661917,.014443,.0046615,6.5,
"   73P/Schwassmann-Wachmann 3-A",50080,.933408224926385,.6956866904827348,11.42310238299434,198.8292944102898,69.94463197709641,19950922.9255856,"JPL 1",Y,,,,,,,5.37197789166462,.0445852,8.7986,,
"   73P/Schwassmann-Wachmann 3-B",53880,0.9391110367239190459542,0.6932855208263886126474,11.396951947033860719216,198.7994525904428,69.89247679701043,20060607.9244273,"JPL K061/24",Y,15.2,,,,,,5.35774699700879,.0407102,.0037507,8.,
"   73P/Schwassmann-Wachmann 3-C",55980,.9428566311694347,.6922258013072282,11.37915705677313,198.8705914205202,69.84321690348189,20111016.8996863,"JPL K114/1",Y,13.2,,,,,,5.36201936497173,.0383732,.00026759,9.,
"   73P/Schwassmann-Wachmann 3-E",51920,0.937436994548815,0.6938774627627,11.4056211759106,198.7732444491985,69.91710448172594,20010128.4534014,"JPL K013/11",Y,10.4,,,,,,5.35893362989882,.0410327,.0084527,15.0,
"   73P/Schwassmann-Wachmann 3-G",53839,0.939183930115084,0.693412971192622,11.3895622899332,198.7746010901946,69.90839960829794,20060608.0962630,"JPL 19",Y,16.8,18.0,,,,,5.36171242350909,.0405397,.18872,8.0,5.0
"   73P/Schwassmann-Wachmann 3-H",53839,0.939169508544489,0.693565806671118,11.3910638961291,198.7738044969675,69.9078914114573,20060608.2799878,"JPL 14",Y,20.2,21.7,,,,,5.36560060311544,.0405504,.3314,8.0,5.0
"   73P/Schwassmann-Wachmann 3-J",53815,0.939020204694954,0.691538816676964,11.380265457103,198.869444132752,69.82886017812947,20060608.1501033,"JPL 3",Y,,,,,,,5.31153230587721,.040713,3.9227,,
"   73P/Schwassmann-Wachmann 3-K",53839,0.939076843864193,0.693543485158215,11.3910646244732,198.7896438621016,69.89734340284451,20060608.2224135,"JPL 4",Y,20.9,,,,,,5.36422038658229,.0405795,1.7799,10.0,
"   73P/Schwassmann-Wachmann 3-L",53839,0.939089394354414,0.694735674965028,11.3987127952321,198.7475944367357,69.93678268425323,20060608.3286997,"JPL 7",Y,20.9,21.7,,,,,5.39578363248632,.0406543,.75762,10.0,5.0
"   73P/Schwassmann-Wachmann 3-M",53839,0.939096814670938,0.693940938277251,11.3943614399649,198.7775561198109,69.90530158146959,20060608.2571557,"JPL 11",Y,21.0,21.8,,,,,5.37484432085886,.0405893,2.5937,15.0,5.0
"   73P/Schwassmann-Wachmann 3-N",53839,0.939254358392007,0.692288993783599,11.3809412138733,198.7643511012408,69.89730281276252,20060608.2704287,"JPL 14",Y,20.4,21.2,,,,,5.33296195128557,.0405265,1.1532,10.0,5.0
"   73P/Schwassmann-Wachmann 3-P",53839,0.939159139363166,0.695575899386973,11.4054219318703,198.7241361407526,69.95619989625854,20060607.8532228,"JPL 7",Y,,,,,,,5.4187415622391,.0406505,6.2448,,
"   73P/Schwassmann-Wachmann 3-Q",53839,0.939715748283575,0.698647244447971,11.4193580973025,198.4951921977602,70.13788751331991,20060607.6794476,"JPL 3",Y,21.5,,,,,,5.5066846858957,.0407459,60.547,7.5,
"   73P/Schwassmann-Wachmann 3-R",53839,0.939131547287258,0.694088213263508,11.3947263030202,198.769702114044,69.91308584130121,20060608.1796405,"JPL 15",Y,19.2,20.0,,,,,5.37902460370814,.0405802,1.1117,8.0,5.0
"   73P/Schwassmann-Wachmann 3-S",53839,1.02236657781188,0.69335823324,11.0481813428788,181.562191599204,81.99161507316578,20060608.7601619,"JPL 2",Y,21.1,,,,,,6.08795179228671,.00735462,1397.8,15.0,
"   73P/Schwassmann-Wachmann 3-T",53839,0.939318776106244,0.711932414090286,11.5122995825914,198.1833800675977,70.4760044162668,20060608.7001791,"JPL 5",Y,,,,,,,5.888248334766,.0416177,36.167,,
"   73P/Schwassmann-Wachmann 3-U",53839,0.939390329396146,0.689397458779432,11.3598206486042,198.8353864788111,69.8327199189979,20060609.0362429,"JPL 2",Y,,,,,,,5.25980717089293,.0402974,22.527,,
"   73P/Schwassmann-Wachmann 3-V",53839,0.912206736092244,0.69348697056495,11.651823761982,204.9294792152065,65.24678693301523,20060608.4766819,"JPL 2",Y,,,,,,,5.13422271626054,.0436362,317.44,,
"   73P/Schwassmann-Wachmann 3-W",53839,0.93912503260658,0.697573249761406,11.4183179944517,198.6608054163719,70.01698506664813,20060608.4695423,"JPL 3",Y,,,,,,,5.4722133789927,.0407989,14.995,,
"   73P/Schwassmann-Wachmann 3-X",53839,0.939082699809293,0.694751288807723,11.3993873710683,198.7509795337178,69.92862059302733,20060608.5550265,"JPL 7",Y,21.7,,,,,,5.39613993690678,.040651,1.5072,10.0,
"   73P/Schwassmann-Wachmann 3-Y",53839,0.939165740778142,0.719502303654523,11.5618412574595,197.9700546537453,70.66913935014475,20060608.5948301,"JPL 3",Y,,,,,,,6.12671412915886,.0421453,54.608,,
"   73P/Schwassmann-Wachmann 3-Z",53839,0.942039154090354,0.69335823324,11.349472014182,198.0161462720894,70.49401080978578,20060608.3091201,"JPL 2",Y,,,,,,,5.38473915450535,.0402231,200.93,,
"   73P/Schwassmann-Wachmann 3-AA",53839,0.939284534168623,0.680633878945504,11.2950649353802,199.1079394823084,69.57271647354284,20060609.1662953,"JPL 3",Y,,,,,,,5.04394908784768,.0398375,18.211,,
"   73P/Schwassmann-Wachmann 3-AB",53856,0.939166328287337,0.691246808725753,11.3731938601948,198.8169658347176,69.85894300547889,20060608.7135029,"JPL 4",Y,,,,,,,5.30523699962686,.0406154,4.1473,,
"   73P/Schwassmann-Wachmann 3-AC",53856,0.939045253315126,0.695367114577502,11.4052801907194,198.7526383059272,69.93380113835332,20060608.6783260,"JPL 5",Y,,,,,,,5.41218718748961,.040807,4.3694,,
"   73P/Schwassmann-Wachmann 3-AD",53839,0.940707359529286,0.69335823324,11.3683658421522,198.3713234061079,70.21921728190907,20060608.6792402,"JPL 2",Y,,,,,,,5.37332429278925,.0403756,914.39,,
"   73P/Schwassmann-Wachmann 3-AE",53839,0.9390511810333,0.696725656659651,11.4146906889204,198.7081422587468,69.97232230057514,20060608.3261872,"JPL 5",Y,,,,,,,5.44864597413083,.0407527,19.199,,
"   73P/Schwassmann-Wachmann 3-AF",53839,0.941184912309177,0.676299018237858,11.2397327643991,198.7163902725815,69.84971349851291,20060607.0142232,"JPL 1",Y,,,,,,,4.95797819317181,.0394279,190.81,,
"   73P/Schwassmann-Wachmann 3-AG",53839,0.93903924488354,0.695781146462459,11.4075896405856,198.7052943053087,69.9589661420688,20060608.9984569,"JPL 4",Y,,,,,,,5.42318760944666,.0407789,6.7285,,
"   73P/Schwassmann-Wachmann 3-AH",53839,0.942986614671515,0.69335823324,11.330632437678,197.7396253755624,70.70742060713012,20060608.6296412,"JPL 3",Y,,,,,,,5.39286478917067,.0401536,405.13,,
"   73P/Schwassmann-Wachmann 3-AI",53836,.9388931783840914,.698165609339885,11.42992480739673,198.7301308043815,69.97019181795081,20060608.7002440,"JPL 7",Y,21.3,,,,,,5.48629802925263,.0407059,35.596,10.0,
"   73P/Schwassmann-Wachmann 3-AJ",53839,0.936080103000306,0.800195285662543,12.1493175429657,196.7656541361871,72.06227489809055,20060608.0111745,"JPL 2",Y,21.3,,,,,,10.1407278330903,.0466078,274.78,10.0,
"   73P/Schwassmann-Wachmann 3-AK",53839,0.937705211325409,0.69335823324,11.4294972671815,199.3256981265443,69.37619102093456,20060608.3826940,"JPL 3",Y,18.8,,,,,,5.34762240191595,.0403185,896.21,30.0,
"   73P/Schwassmann-Wachmann 3-AL",53839,0.938768583919104,0.699842823483816,11.4439332846419,198.7225549045438,69.97977382957781,20060608.4058874,"JPL 2",Y,,,,,,,5.53124539175354,.0408918,169.2,,
"   73P/Schwassmann-Wachmann 3-AM",53839,0.930937163724782,0.69335823324,11.5441980464116,201.0885963512684,68.11933346444872,20060608.2010370,"JPL 1",Y,,,,,,,5.28983092886262,.0409197,466.42,,
"   73P/Schwassmann-Wachmann 3-AN",53839,0.938997323738394,0.694756955270123,11.4051415712495,198.8011953376514,69.89155967192667,20060608.3161787,"JPL 4",Y,,,,,,,5.39555431326974,.0406014,12.999,,
"   73P/Schwassmann-Wachmann 3-AO",53839,0.940750162287031,0.69376877393668,11.325884937118,198.1671916364014,70.38879700338832,20060607.8506011,"JPL 3",Y,,,,,,,5.38450079475938,.0407466,184.74,,
"   73P/Schwassmann-Wachmann 3-AP",53856,0.938745428567555,0.701430092385429,11.4659092912232,198.7426204960793,69.9669785019781,20060606.6097834,"JPL 8",Y,20.3,21.2,,,,,5.57520581298437,.0409957,14.617,10.0,5.0
"   73P/Schwassmann-Wachmann 3-AQ",53856,0.939006436459305,0.695911908759867,11.4136956180962,198.7713164253278,69.92072504439952,20060607.9000490,"JPL 9",Y,17.5,18.5,,,,,5.42640166347363,.0407903,3.9436,35.0,5.0
"   73P/Schwassmann-Wachmann 3-AR",53839,0.939204760431714,0.695799013016798,11.406522554195,198.7098465902828,69.96630167530681,20060606.8107967,"JPL 2",Y,21.8,,,,,,5.4250994247122,.040648,51.489,20.0,
"   73P/Schwassmann-Wachmann 3-AS",53852,.9388251153500813,.7011056336835199,11.4618269105828,198.7219593922071,69.97647507180749,20060606.2613137,"JPL 9",Y,20.3,22.3,,,,,5.56683894882581,.0411155,31.749,10.0,5.0
"   73P/Schwassmann-Wachmann 3-AT",53839,0.939628790402723,0.686932227480063,11.3346206138147,198.8104065064084,69.84813048476539,20060606.2886748,"JPL 2",Y,21.0,,,,,,5.19978192644555,.0402083,21.41,10.0,
"   73P/Schwassmann-Wachmann 3-AU",53839,0.939297958829185,0.692822353452358,11.3822058521825,198.758306151452,69.91454525670791,20060608.0976554,"JPL 1",Y,,,,,,,5.3472299051059,.0404992,9.28,,
"   73P/Schwassmann-Wachmann 3-AV",53839,0.939024287616966,0.69335823324,11.3951152975271,198.8335456057121,69.88524740736541,20060606.4955478,"JPL 1",Y,,,,,,,5.35891017438435,.0405264,79.123,,
"   73P/Schwassmann-Wachmann 3-AW",53839,0.940257756426406,0.67730146390118,11.2395964153711,198.8339738442099,69.79453062090771,20060607.9087760,"JPL 2",Y,,,,,,,4.97374020004107,.0397913,82.806,,
"   73P/Schwassmann-Wachmann 3-AX",53839,0.93800953956083,0.692470126439069,11.4277852827943,199.2512703220542,69.46695211432159,20060609.4988419,"JPL 1",Y,,,,,,,5.32706652712761,.0403094,701.64,,
"   73P/Schwassmann-Wachmann 3-AY",53839,0.940193403515323,0.675089956009265,11.2258696408536,198.92203184,69.71151968098572,20060608.9021135,"JPL 2",Y,,,,,,,4.92254048387186,.0396626,199.81,,
"   73P/Schwassmann-Wachmann 3-AZ",53839,0.940317777569168,0.675069986179574,11.2207094103756,198.8670388615369,69.76425985850773,20060606.7046528,"JPL 1",Y,,,,,,,4.92306340434966,.0396971,172.7,,
"   73P/Schwassmann-Wachmann 3-BA",53839,0.940247790214922,0.682432921372534,11.2707509575385,198.6920225956304,69.92099750027795,20060606.5443897,"JPL 1",Y,,,,,,,5.09469833149912,.0400535,169.65,,
"   73P/Schwassmann-Wachmann 3-BB",53839,0.942420571036717,0.682432921372534,11.1901846106183,197.9285670216984,70.47094006423771,20060607.0909983,"JPL 1",Y,,,,,,,5.11236823020815,.0401434,691.28,,
"   73P/Schwassmann-Wachmann 3-BC",53856,0.938807404922457,0.700467515087574,11.4587061463897,198.7461327274749,69.95554650558832,20060606.6066092,"JPL 7",Y,19.8,20.1,,,,,5.54890216767565,.0409545,35.088,50.0,5.0
"   73P/Schwassmann-Wachmann 3-BD",53839,0.946155583556335,0.682439213725336,10.9745482605982,196.4631309954056,71.41848296987524,20060606.1753380,"JPL 1",Y,,,,,,,5.14294327620725,.0403885,1770.,,
"   73P/Schwassmann-Wachmann 3-BE",53839,0.939421340921746,0.682439213725336,11.3165548004854,199.0041336556026,69.69353534875259,20060606.9751012,"JPL 1",Y,,,,,,,5.08813390533009,.0399828,142.87,,
"   73P/Schwassmann-Wachmann 3-BF",53856,0.939574293907841,0.685673899484921,11.3219762595877,198.8097995413545,69.83455705491185,20060607.0636384,"JPL 2",Y,,,,,,,5.16813946145222,.0403966,45.171,,
